PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6,PAH 3.3 (Flitecam data),f_evsg, PAH G7.6, PAH G7.8
8.30E-06,4.01E-06,1.48E-05,4.11E-07,2.40E-06,2.18E-06,0.2019894907,1.37E-05,5.58E-06
8.65E-06,4.36E-06,1.50E-05,4.22E-07,2.46E-06,2.13E-06,0.2263665137,1.41E-05,5.79E-06
8.81E-06,4.26E-06,1.52E-05,4.40E-07,2.57E-06,1.74E-06,0.1758902174,1.45E-05,5.84E-06
8.69E-06,4.10E-06,1.54E-05,4.63E-07,2.69E-06,1.47E-06,0.09516610728,1.47E-05,5.71E-06
8.68E-06,4.15E-06,1.54E-05,4.69E-07,2.74E-06,1.76E-06,0.06443496052,1.45E-05,5.64E-06
8.93E-06,4.37E-06,1.56E-05,4.34E-07,2.67E-06,2.66E-06,0.1066933718,1.43E-05,5.85E-06
9.38E-06,4.79E-06,1.60E-05,4.08E-07,2.55E-06,2.42E-06,0.2043040158,1.42E-05,6.34E-06
9.52E-06,5.02E-06,1.61E-05,3.99E-07,2.41E-06,2.35E-06,0.2907424028,1.40E-05,6.72E-06
8.83E-06,4.82E-06,1.57E-05,3.92E-07,2.27E-06,1.82E-06,0.3316987758,1.34E-05,6.76E-06
8.15E-06,4.51E-06,1.49E-05,3.93E-07,2.16E-06,1.70E-06,0.3313440363,1.29E-05,6.60E-06
8.08E-06,4.40E-06,1.44E-05,3.93E-07,2.07E-06,1.88E-06,0.3233524157,1.29E-05,6.67E-06
8.17E-06,4.51E-06,1.43E-05,3.88E-07,2.00E-06,1.85E-06,0.3392681116,1.29E-05,7.00E-06
8.14E-06,4.59E-06,1.38E-05,3.63E-07,1.90E-06,2.14E-06,0.3738185418,1.26E-05,7.17E-06
7.69E-06,4.47E-06,1.30E-05,3.24E-07,1.74E-06,2.03E-06,0.4005533613,1.17E-05,6.91E-06
7.08E-06,4.31E-06,1.22E-05,2.92E-07,1.56E-06,2.14E-06,0.4198672956,1.09E-05,6.42E-06
6.84E-06,4.29E-06,1.14E-05,2.58E-07,1.43E-06,2.64E-06,0.4371855922,1.01E-05,5.86E-06
6.76E-06,4.26E-06,1.08E-05,2.36E-07,1.38E-06,2.17E-06,0.4363228293,9.37E-06,5.27E-06
6.42E-06,3.99E-06,1.01E-05,2.24E-07,1.39E-06,2.00E-06,0.4042548509,8.86E-06,4.73E-06
5.86E-06,3.67E-06,9.54E-06,2.22E-07,1.34E-06,1.78E-06,0.3621760917,8.32E-06,4.37E-06
5.46E-06,3.51E-06,8.76E-06,2.12E-07,1.27E-06,1.60E-06,0.3490239839,7.65E-06,4.06E-06
5.04E-06,3.32E-06,8.19E-06,1.92E-07,1.18E-06,1.56E-06,0.3509833134,7.01E-06,3.76E-06
4.54E-06,3.06E-06,7.54E-06,1.72E-07,1.06E-06,1.37E-06,0.3749105821,6.32E-06,3.55E-06
4.06E-06,2.66E-06,6.57E-06,1.44E-07,9.34E-07,7.43E-07,0.4150125288,5.56E-06,3.39E-06
3.56E-06,2.24E-06,6.01E-06,1.29E-07,8.02E-07,5.86E-07,0.4229590951,4.98E-06,3.11E-06
3.13E-06,1.94E-06,5.49E-06,1.17E-07,7.01E-07,4.37E-07,0.3919278915,4.65E-06,2.87E-06
2.65E-06,1.68E-06,4.85E-06,9.78E-08,6.14E-07,4.69E-07,0.3678696207,3.95E-06,2.50E-06
2.29E-06,1.44E-06,4.23E-06,8.23E-08,5.25E-07,3.09E-07,0.3584587615,3.41E-06,2.14E-06
2.01E-06,1.29E-06,3.77E-06,7.97E-08,4.79E-07,3.12E-07,0.3419000847,3.09E-06,1.85E-06
1.75E-06,1.12E-06,3.30E-06,7.31E-08,4.63E-07,1.60E-08,0.3397621196,2.67E-06,1.61E-06
1.48E-06,9.30E-07,2.84E-06,6.50E-08,4.06E-07,-7.70E-08,0.3514041703,2.23E-06,1.44E-06
1.30E-06,7.98E-07,2.54E-06,5.84E-08,3.53E-07,-4.12E-08,0.3307598919,2.00E-06,1.26E-06
1.08E-06,7.29E-07,2.19E-06,5.54E-08,3.08E-07,-1.72E-07,0.3309050475,1.75E-06,1.09E-06
9.67E-07,6.64E-07,2.00E-06,6.32E-08,3.10E-07,2.89E-08,0.3360610421,1.42E-06,9.61E-07
9.89E-07,6.21E-07,1.75E-06,6.77E-08,2.75E-07,1.47E-07,0.3371777527,1.32E-06,8.99E-07
8.88E-07,6.08E-07,1.62E-06,6.22E-08,2.44E-07,-7.51E-10,0.3375073681,1.23E-06,8.40E-07
7.93E-07,5.35E-07,1.81E-06,6.43E-08,2.53E-07,8.86E-08,0.3061288389,1.28E-06,8.95E-07
8.09E-07,4.37E-07,1.48E-06,4.20E-08,2.69E-07,1.10E-07,0.2831199591,1.02E-06,8.14E-07
8.82E-06,3.75E-06,1.63E-05,4.80E-07,3.19E-06,1.63E-06,0.1380867719,0,0
9.66E-06,4.19E-06,1.80E-05,5.12E-07,3.55E-06,1.75E-06,0.1493882769,1.69E-05,7.28E-06
9.73E-06,4.31E-06,1.81E-05,5.11E-07,3.60E-06,1.72E-06,0.1482693212,1.70E-05,7.39E-06
9.38E-06,4.10E-06,1.70E-05,4.90E-07,3.33E-06,1.79E-06,0.129050659,1.59E-05,6.87E-06
8.59E-06,3.75E-06,1.47E-05,4.51E-07,2.90E-06,8.97E-07,0.1275157192,1.41E-05,6.05E-06
7.69E-06,3.49E-06,1.38E-05,4.09E-07,2.49E-06,1.11E-06,0.1727749375,1.27E-05,5.54E-06
7.39E-06,3.41E-06,1.30E-05,3.65E-07,2.23E-06,1.06E-06,0.2304649138,1.20E-05,5.40E-06
7.48E-06,3.47E-06,1.30E-05,3.36E-07,2.15E-06,1.50E-06,0.2808512351,1.21E-05,5.56E-06
7.20E-06,3.41E-06,1.28E-05,3.28E-07,2.08E-06,1.03E-06,0.3084434839,1.20E-05,5.68E-06
6.43E-06,3.13E-06,1.15E-05,3.24E-07,1.94E-06,6.51E-07,0.2923639708,1.10E-05,5.23E-06
6.07E-06,2.85E-06,1.10E-05,3.19E-07,1.81E-06,4.53E-07,0.2397319484,1.02E-05,4.57E-06
6.16E-06,2.70E-06,1.11E-05,3.26E-07,1.77E-06,5.54E-07,0.1982753339,9.98E-06,4.28E-06
6.48E-06,2.68E-06,1.17E-05,3.37E-07,1.86E-06,5.90E-07,0.1894522505,1.03E-05,4.44E-06
7.13E-06,2.85E-06,1.29E-05,3.65E-07,2.17E-06,8.26E-07,0.1972881891,1.13E-05,4.91E-06
7.59E-06,3.11E-06,1.41E-05,3.93E-07,2.47E-06,9.35E-07,0.2012787028,1.22E-05,5.32E-06
7.49E-06,3.21E-06,1.44E-05,4.09E-07,2.50E-06,8.22E-07,0.1958145145,1.24E-05,5.48E-06
7.50E-06,3.21E-06,1.44E-05,3.96E-07,2.37E-06,1.24E-06,0.1993746163,1.22E-05,5.35E-06
7.67E-06,3.29E-06,1.46E-05,3.92E-07,2.35E-06,1.03E-06,0.2085818189,1.25E-05,5.46E-06
7.99E-06,3.39E-06,1.50E-05,4.13E-07,2.38E-06,1.23E-06,0.1949174215,1.30E-05,5.62E-06
8.02E-06,3.44E-06,1.50E-05,4.17E-07,2.39E-06,9.40E-07,0.171077308,1.34E-05,5.63E-06
8.02E-06,3.60E-06,1.49E-05,4.12E-07,2.45E-06,1.15E-06,0.162517639,1.35E-05,5.57E-06
8.38E-06,3.98E-06,1.51E-05,4.24E-07,2.53E-06,2.42E-06,0.1866030032,1.39E-05,5.69E-06
8.87E-06,4.34E-06,1.55E-05,4.46E-07,2.62E-06,2.17E-06,0.2050743408,1.46E-05,5.99E-06
9.09E-06,4.32E-06,1.58E-05,4.66E-07,2.70E-06,1.74E-06,0.1579811171,1.52E-05,6.12E-06
9.03E-06,4.17E-06,1.59E-05,4.83E-07,2.79E-06,1.66E-06,0.08030128009,1.53E-05,5.95E-06
8.99E-06,4.21E-06,1.57E-05,4.90E-07,2.81E-06,1.81E-06,0.0472208514,1.49E-05,5.78E-06
9.11E-06,4.38E-06,1.57E-05,4.58E-07,2.75E-06,2.37E-06,0.08533756512,1.45E-05,5.86E-06
9.35E-06,4.61E-06,1.58E-05,4.29E-07,2.64E-06,2.05E-06,0.1675220512,1.42E-05,6.15E-06
9.14E-06,4.66E-06,1.57E-05,4.19E-07,2.48E-06,1.87E-06,0.2370715092,1.37E-05,6.31E-06
8.44E-06,4.52E-06,1.52E-05,4.04E-07,2.36E-06,1.74E-06,0.2724894334,1.31E-05,6.26E-06
7.96E-06,4.43E-06,1.46E-05,3.91E-07,2.25E-06,1.73E-06,0.2869319747,1.28E-05,6.35E-06
8.16E-06,4.54E-06,1.46E-05,3.79E-07,2.15E-06,1.81E-06,0.3102330871,1.30E-05,6.78E-06
8.44E-06,4.83E-06,1.48E-05,3.66E-07,2.03E-06,2.56E-06,0.3600851018,1.33E-05,7.41E-06
8.34E-06,5.01E-06,1.46E-05,3.38E-07,1.90E-06,2.58E-06,0.4173593949,1.30E-05,7.80E-06
8.08E-06,4.85E-06,1.37E-05,2.97E-07,1.73E-06,1.96E-06,0.4533274761,1.20E-05,7.53E-06
7.55E-06,4.64E-06,1.27E-05,2.68E-07,1.56E-06,2.19E-06,0.471007096,1.11E-05,6.94E-06
7.21E-06,4.59E-06,1.16E-05,2.52E-07,1.42E-06,2.80E-06,0.4730133501,1.03E-05,6.33E-06
7.00E-06,4.39E-06,1.07E-05,2.54E-07,1.37E-06,2.28E-06,0.4496225675,9.42E-06,5.55E-06
6.50E-06,4.04E-06,1.01E-05,2.37E-07,1.37E-06,2.19E-06,0.4064163925,8.84E-06,4.84E-06
5.81E-06,3.72E-06,9.47E-06,2.25E-07,1.30E-06,1.86E-06,0.3740800326,8.25E-06,4.46E-06
5.28E-06,3.44E-06,8.72E-06,2.08E-07,1.23E-06,1.54E-06,0.3605623981,7.54E-06,4.13E-06
4.86E-06,3.24E-06,8.05E-06,1.98E-07,1.14E-06,1.85E-06,0.3609798592,6.84E-06,3.76E-06
4.47E-06,3.01E-06,7.38E-06,1.76E-07,1.02E-06,1.27E-06,0.3845579961,6.19E-06,3.59E-06
3.97E-06,2.62E-06,6.60E-06,1.43E-07,9.16E-07,7.39E-07,0.4229951016,5.42E-06,3.43E-06
3.49E-06,2.22E-06,5.90E-06,1.24E-07,8.13E-07,7.70E-07,0.4338863972,4.97E-06,3.16E-06
2.96E-06,1.93E-06,5.64E-06,1.09E-07,7.02E-07,6.07E-07,0.4146817667,4.60E-06,2.87E-06
2.62E-06,1.65E-06,4.72E-06,8.86E-08,6.00E-07,6.29E-07,0.4030090934,3.81E-06,2.44E-06
2.33E-06,1.41E-06,4.08E-06,7.11E-08,4.96E-07,2.05E-07,0.405515248,3.27E-06,2.10E-06
2.02E-06,1.25E-06,3.73E-06,6.38E-08,4.50E-07,1.48E-07,0.3989637032,2.97E-06,1.80E-06
1.77E-06,1.09E-06,3.23E-06,6.11E-08,4.28E-07,-2.42E-08,0.3939407182,2.54E-06,1.52E-06
1.41E-06,9.22E-07,2.66E-06,5.78E-08,3.75E-07,-1.17E-07,0.4032738053,2.11E-06,1.36E-06
1.21E-06,7.71E-07,2.38E-06,5.09E-08,3.29E-07,-2.21E-08,0.3734897864,1.90E-06,1.19E-06
1.07E-06,6.86E-07,2.09E-06,4.98E-08,2.85E-07,-1.56E-07,0.3657026019,1.70E-06,1.04E-06
9.45E-07,6.23E-07,1.79E-06,5.50E-08,2.92E-07,-1.44E-08,0.3632823431,1.32E-06,8.92E-07
9.19E-07,5.90E-07,1.62E-06,6.09E-08,2.53E-07,-1.25E-08,0.3489443034,1.20E-06,8.25E-07
8.39E-07,5.73E-07,1.53E-06,5.44E-08,2.01E-07,5.47E-08,0.3454377592,1.12E-06,7.90E-07
7.31E-07,5.15E-07,1.68E-06,5.77E-08,2.08E-07,1.63E-07,0.3302998096,1.17E-06,8.44E-07
7.51E-07,4.31E-07,1.35E-06,3.71E-08,2.33E-07,1.74E-07,0.303383473,9.43E-07,7.74E-07
8.83E-06,3.60E-06,1.70E-05,5.07E-07,3.27E-06,1.48E-06,0.1012721795,0,0
9.75E-06,4.06E-06,1.86E-05,5.43E-07,3.62E-06,2.09E-06,0.1247748461,1.63E-05,7.02E-06
9.95E-06,4.21E-06,1.88E-05,5.34E-07,3.69E-06,1.81E-06,0.1339051309,1.64E-05,7.14E-06
9.52E-06,3.98E-06,1.75E-05,5.06E-07,3.42E-06,1.31E-06,0.1123941631,1.58E-05,6.79E-06
8.58E-06,3.60E-06,1.55E-05,4.71E-07,2.97E-06,1.07E-06,0.094736071,1.46E-05,6.18E-06
7.68E-06,3.34E-06,1.41E-05,4.32E-07,2.58E-06,1.05E-06,0.1287940394,1.33E-05,5.69E-06
7.36E-06,3.29E-06,1.34E-05,3.85E-07,2.35E-06,1.17E-06,0.1868335357,1.25E-05,5.46E-06
7.47E-06,3.37E-06,1.34E-05,3.48E-07,2.22E-06,1.25E-06,0.2472159993,1.24E-05,5.55E-06
7.30E-06,3.32E-06,1.35E-05,3.29E-07,2.13E-06,8.25E-07,0.293820951,1.23E-05,5.73E-06
6.59E-06,3.05E-06,1.21E-05,3.18E-07,2.01E-06,6.07E-07,0.2944861712,1.17E-05,5.51E-06
6.29E-06,2.72E-06,1.11E-05,3.12E-07,1.87E-06,4.53E-07,0.2392319575,1.07E-05,4.86E-06
6.11E-06,2.53E-06,1.10E-05,3.19E-07,1.76E-06,2.06E-07,0.1809623636,1.03E-05,4.51E-06
6.31E-06,2.54E-06,1.15E-05,3.36E-07,1.82E-06,5.37E-07,0.1734280848,1.06E-05,4.60E-06
6.94E-06,2.74E-06,1.25E-05,3.57E-07,2.12E-06,8.06E-07,0.1943527336,1.13E-05,4.97E-06
7.38E-06,3.01E-06,1.33E-05,3.82E-07,2.38E-06,8.95E-07,0.2072709783,1.20E-05,5.35E-06
7.15E-06,3.08E-06,1.40E-05,3.88E-07,2.35E-06,5.31E-07,0.202154415,1.19E-05,5.32E-06
7.03E-06,3.06E-06,1.37E-05,3.72E-07,2.20E-06,8.45E-07,0.1988503893,1.17E-05,5.20E-06
7.23E-06,3.18E-06,1.40E-05,3.72E-07,2.22E-06,9.88E-07,0.2084657001,1.21E-05,5.32E-06
7.65E-06,3.34E-06,1.46E-05,3.99E-07,2.31E-06,9.76E-07,0.1996671986,1.27E-05,5.49E-06
7.74E-06,3.43E-06,1.49E-05,4.09E-07,2.37E-06,1.13E-06,0.1713813312,1.32E-05,5.54E-06
7.84E-06,3.57E-06,1.50E-05,4.16E-07,2.47E-06,8.12E-07,0.1440093051,1.35E-05,5.53E-06
8.44E-06,3.93E-06,1.54E-05,4.44E-07,2.60E-06,1.59E-06,0.1524645033,1.40E-05,5.66E-06
9.11E-06,4.32E-06,1.60E-05,4.70E-07,2.75E-06,2.02E-06,0.1770179556,1.45E-05,5.90E-06
9.38E-06,4.38E-06,1.65E-05,4.86E-07,2.85E-06,1.67E-06,0.1472564023,1.49E-05,6.02E-06
9.36E-06,4.27E-06,1.65E-05,5.02E-07,2.92E-06,1.92E-06,0.07741547525,1.50E-05,5.92E-06
9.29E-06,4.27E-06,1.61E-05,5.03E-07,2.91E-06,1.92E-06,0.04063645532,1.47E-05,5.80E-06
9.27E-06,4.39E-06,1.59E-05,4.76E-07,2.84E-06,2.55E-06,0.07116134042,1.43E-05,5.86E-06
9.27E-06,4.45E-06,1.57E-05,4.54E-07,2.73E-06,1.91E-06,0.12807918,1.39E-05,6.05E-06
8.79E-06,4.32E-06,1.53E-05,4.45E-07,2.57E-06,1.63E-06,0.164286961,1.35E-05,6.19E-06
8.03E-06,4.23E-06,1.46E-05,4.23E-07,2.46E-06,1.68E-06,0.1897766284,1.30E-05,6.22E-06
7.74E-06,4.37E-06,1.44E-05,3.95E-07,2.37E-06,1.92E-06,0.2343133976,1.29E-05,6.35E-06
8.13E-06,4.68E-06,1.49E-05,3.70E-07,2.25E-06,2.23E-06,0.3007733743,1.33E-05,6.87E-06
8.61E-06,5.15E-06,1.54E-05,3.48E-07,2.10E-06,2.89E-06,0.385960442,1.35E-05,7.60E-06
8.79E-06,5.40E-06,1.52E-05,3.14E-07,1.90E-06,2.63E-06,0.4606682668,1.31E-05,8.06E-06
8.55E-06,5.20E-06,1.43E-05,2.77E-07,1.74E-06,2.13E-06,0.5000612866,1.24E-05,7.96E-06
7.86E-06,4.97E-06,1.32E-05,2.54E-07,1.57E-06,2.62E-06,0.514729615,1.16E-05,7.55E-06
7.38E-06,4.88E-06,1.20E-05,2.45E-07,1.44E-06,2.62E-06,0.5085543145,1.03E-05,6.67E-06
7.16E-06,4.51E-06,1.09E-05,2.53E-07,1.38E-06,1.99E-06,0.4695409638,9.30E-06,5.62E-06
6.55E-06,4.05E-06,1.02E-05,2.37E-07,1.37E-06,2.11E-06,0.4179574295,8.67E-06,4.85E-06
5.76E-06,3.72E-06,9.45E-06,2.18E-07,1.28E-06,1.63E-06,0.3933432938,8.00E-06,4.38E-06
5.15E-06,3.32E-06,8.65E-06,2.04E-07,1.18E-06,1.52E-06,0.3753027068,7.17E-06,3.94E-06
4.72E-06,3.10E-06,7.89E-06,1.96E-07,1.10E-06,1.80E-06,0.3725914345,6.51E-06,3.63E-06
4.31E-06,2.95E-06,7.26E-06,1.74E-07,9.77E-07,1.11E-06,0.3965606866,6.03E-06,3.52E-06
3.88E-06,2.58E-06,6.49E-06,1.42E-07,8.80E-07,9.34E-07,0.4336524222,5.39E-06,3.35E-06
3.36E-06,2.21E-06,6.07E-06,1.21E-07,8.04E-07,8.08E-07,0.4450642338,4.89E-06,3.04E-06
2.85E-06,1.91E-06,5.63E-06,1.03E-07,6.87E-07,5.04E-07,0.4315536037,4.50E-06,2.77E-06
2.58E-06,1.62E-06,4.60E-06,8.64E-08,5.57E-07,6.01E-07,0.4234497268,3.77E-06,2.46E-06
2.37E-06,1.40E-06,4.01E-06,7.05E-08,4.61E-07,5.14E-07,0.4283622029,3.26E-06,2.19E-06
2.01E-06,1.23E-06,3.70E-06,6.50E-08,4.53E-07,2.90E-08,0.4212143988,2.92E-06,1.90E-06
1.75E-06,1.09E-06,3.10E-06,6.83E-08,4.17E-07,3.28E-07,0.4078645044,2.47E-06,1.63E-06
1.38E-06,8.91E-07,2.49E-06,6.13E-08,3.46E-07,-1.66E-07,0.4237779884,2.06E-06,1.43E-06
1.18E-06,7.14E-07,2.26E-06,4.59E-08,3.02E-07,1.98E-08,0.4009783877,1.83E-06,1.22E-06
1.07E-06,6.28E-07,2.07E-06,4.17E-08,2.72E-07,-8.27E-08,0.3902691952,1.64E-06,1.04E-06
9.39E-07,5.88E-07,1.71E-06,5.29E-08,2.90E-07,1.81E-07,0.3759471414,1.25E-06,8.63E-07
8.53E-07,5.56E-07,1.49E-06,5.66E-08,2.40E-07,1.27E-07,0.3472554318,1.17E-06,8.11E-07
8.00E-07,5.39E-07,1.44E-06,5.22E-08,1.96E-07,9.14E-08,0.3513109942,1.09E-06,7.65E-07
6.85E-07,4.97E-07,1.58E-06,5.59E-08,1.90E-07,1.56E-07,0.35204856,1.12E-06,7.83E-07
6.89E-07,4.18E-07,1.25E-06,4.02E-08,2.08E-07,1.68E-09,0.3122194751,8.63E-07,6.71E-07
8.87E-06,3.63E-06,1.70E-05,5.06E-07,3.26E-06,1.82E-06,0.09281496899,0,0
9.58E-06,3.95E-06,1.78E-05,5.23E-07,3.50E-06,2.09E-06,0.1226764872,1.58E-05,6.84E-06
9.73E-06,4.07E-06,1.80E-05,5.19E-07,3.56E-06,1.80E-06,0.1313442679,1.60E-05,6.96E-06
9.31E-06,3.90E-06,1.74E-05,5.09E-07,3.38E-06,1.32E-06,0.1048770268,1.58E-05,6.75E-06
8.73E-06,3.59E-06,1.60E-05,4.81E-07,3.04E-06,9.68E-07,0.08356418512,1.50E-05,6.31E-06
7.90E-06,3.34E-06,1.48E-05,4.48E-07,2.69E-06,1.19E-06,0.1107135248,1.38E-05,5.86E-06
7.58E-06,3.23E-06,1.40E-05,4.06E-07,2.44E-06,1.15E-06,0.1631668961,1.29E-05,5.46E-06
7.60E-06,3.26E-06,1.40E-05,3.63E-07,2.30E-06,1.25E-06,0.2240183557,1.27E-05,5.51E-06
7.53E-06,3.26E-06,1.39E-05,3.39E-07,2.21E-06,9.82E-07,0.2790433322,1.27E-05,5.77E-06
6.97E-06,3.05E-06,1.31E-05,3.25E-07,2.09E-06,7.18E-07,0.2942163472,1.23E-05,5.77E-06
6.56E-06,2.75E-06,1.16E-05,3.17E-07,1.95E-06,5.98E-07,0.2557059692,1.13E-05,5.17E-06
6.35E-06,2.51E-06,1.15E-05,3.17E-07,1.85E-06,3.02E-07,0.1981544164,1.07E-05,4.72E-06
6.41E-06,2.48E-06,1.18E-05,3.29E-07,1.91E-06,3.50E-07,0.1776561643,1.08E-05,4.76E-06
6.96E-06,2.67E-06,1.26E-05,3.53E-07,2.15E-06,9.30E-07,0.19776017,1.13E-05,5.07E-06
7.15E-06,2.91E-06,1.34E-05,3.76E-07,2.34E-06,1.07E-06,0.2135461016,1.18E-05,5.35E-06
6.91E-06,2.98E-06,1.33E-05,3.79E-07,2.29E-06,4.96E-07,0.2069372245,1.16E-05,5.21E-06
6.77E-06,2.98E-06,1.32E-05,3.67E-07,2.13E-06,1.07E-06,0.2013354029,1.13E-05,5.04E-06
6.99E-06,3.13E-06,1.35E-05,3.68E-07,2.15E-06,1.27E-06,0.2093063332,1.17E-05,5.16E-06
7.50E-06,3.34E-06,1.42E-05,3.95E-07,2.25E-06,1.15E-06,0.1993072011,1.24E-05,5.36E-06
7.80E-06,3.45E-06,1.47E-05,4.14E-07,2.35E-06,1.09E-06,0.1696753255,1.31E-05,5.49E-06
7.99E-06,3.57E-06,1.50E-05,4.29E-07,2.49E-06,1.33E-06,0.1367529591,1.36E-05,5.56E-06
8.44E-06,3.86E-06,1.55E-05,4.53E-07,2.63E-06,1.68E-06,0.1376069351,1.40E-05,5.62E-06
9.02E-06,4.16E-06,1.60E-05,4.69E-07,2.74E-06,1.92E-06,0.1617904054,1.44E-05,5.74E-06
9.22E-06,4.25E-06,1.64E-05,4.81E-07,2.81E-06,1.94E-06,0.1430259316,1.47E-05,5.84E-06
9.18E-06,4.19E-06,1.63E-05,4.91E-07,2.86E-06,1.75E-06,0.0854784994,1.47E-05,5.83E-06
9.23E-06,4.29E-06,1.60E-05,4.95E-07,2.87E-06,2.05E-06,0.05198147087,1.45E-05,5.83E-06
9.23E-06,4.39E-06,1.58E-05,4.76E-07,2.81E-06,2.03E-06,0.07768558646,1.41E-05,5.89E-06
9.12E-06,4.39E-06,1.53E-05,4.63E-07,2.69E-06,1.66E-06,0.119766935,1.38E-05,6.03E-06
8.67E-06,4.29E-06,1.51E-05,4.54E-07,2.59E-06,1.62E-06,0.1444776881,1.34E-05,6.16E-06
8.05E-06,4.28E-06,1.46E-05,4.38E-07,2.53E-06,1.75E-06,0.1692621626,1.30E-05,6.23E-06
7.93E-06,4.52E-06,1.45E-05,4.09E-07,2.45E-06,1.64E-06,0.2189767867,1.30E-05,6.42E-06
8.34E-06,4.96E-06,1.52E-05,3.75E-07,2.32E-06,2.79E-06,0.2916483637,1.35E-05,6.99E-06
8.95E-06,5.41E-06,1.56E-05,3.45E-07,2.13E-06,3.31E-06,0.3841044609,1.37E-05,7.77E-06
9.07E-06,5.63E-06,1.55E-05,3.17E-07,1.90E-06,3.20E-06,0.4684767655,1.33E-05,8.26E-06
8.88E-06,5.60E-06,1.48E-05,2.73E-07,1.72E-06,3.17E-06,0.5216793782,1.27E-05,8.34E-06
8.09E-06,5.38E-06,1.41E-05,2.38E-07,1.54E-06,2.77E-06,0.5480453867,1.20E-05,8.11E-06
7.49E-06,4.98E-06,1.25E-05,2.25E-07,1.42E-06,1.98E-06,0.5412461212,1.05E-05,7.06E-06
6.98E-06,4.44E-06,1.10E-05,2.25E-07,1.39E-06,2.22E-06,0.4918447006,9.23E-06,5.68E-06
6.30E-06,3.95E-06,1.01E-05,2.14E-07,1.34E-06,2.18E-06,0.433657356,8.55E-06,4.85E-06
5.49E-06,3.53E-06,9.25E-06,2.22E-07,1.21E-06,1.36E-06,0.3980099674,7.73E-06,4.28E-06
4.91E-06,3.12E-06,8.27E-06,2.05E-07,1.11E-06,1.50E-06,0.3787080662,6.80E-06,3.72E-06
4.56E-06,2.95E-06,7.54E-06,1.79E-07,1.06E-06,1.28E-06,0.3884805645,6.19E-06,3.46E-06
4.14E-06,2.79E-06,7.11E-06,1.53E-07,9.34E-07,1.30E-06,0.4180215046,5.88E-06,3.43E-06
3.73E-06,2.50E-06,6.39E-06,1.31E-07,8.26E-07,8.48E-07,0.448113348,5.30E-06,3.26E-06
3.28E-06,2.16E-06,5.90E-06,1.11E-07,7.63E-07,6.83E-07,0.447326389,4.76E-06,2.92E-06
2.84E-06,1.88E-06,5.47E-06,9.28E-08,6.60E-07,4.10E-07,0.4311849271,4.40E-06,2.68E-06
2.56E-06,1.64E-06,4.58E-06,8.12E-08,5.45E-07,6.26E-07,0.4402445455,3.68E-06,2.47E-06
2.33E-06,1.41E-06,4.02E-06,6.28E-08,4.27E-07,2.51E-07,0.462217397,3.26E-06,2.29E-06
1.98E-06,1.22E-06,3.74E-06,5.53E-08,4.03E-07,8.98E-08,0.467183053,2.88E-06,2.01E-06
1.66E-06,1.06E-06,3.10E-06,5.70E-08,3.62E-07,1.40E-08,0.4695228278,2.44E-06,1.74E-06
1.33E-06,8.24E-07,2.54E-06,4.68E-08,3.07E-07,1.47E-07,0.4817194205,1.98E-06,1.47E-06
1.19E-06,6.83E-07,2.30E-06,3.60E-08,2.90E-07,-8.13E-08,0.4596596666,1.71E-06,1.20E-06
1.06E-06,6.23E-07,2.08E-06,4.77E-08,2.66E-07,-2.07E-07,0.4284163432,1.52E-06,1.01E-06
9.74E-07,6.13E-07,1.65E-06,6.63E-08,2.77E-07,-5.10E-09,0.3852185629,1.14E-06,8.28E-07
8.68E-07,5.73E-07,1.50E-06,5.83E-08,2.50E-07,8.98E-08,0.3460656066,1.04E-06,7.51E-07
7.87E-07,5.37E-07,1.41E-06,4.95E-08,2.26E-07,1.81E-07,0.3293823661,1.08E-06,7.17E-07
6.64E-07,4.64E-07,1.49E-06,4.80E-08,1.93E-07,2.54E-08,0.2849044059,1.10E-06,7.04E-07
6.34E-07,3.81E-07,1.18E-06,3.31E-08,1.90E-07,3.74E-08,0.2407913925,8.05E-07,5.94E-07
8.95E-06,3.65E-06,1.69E-05,5.04E-07,3.28E-06,1.68E-06,0.09163250946,0,0
9.29E-06,3.87E-06,1.73E-05,5.05E-07,3.41E-06,1.74E-06,0.1226432793,1.51E-05,6.64E-06
9.38E-06,3.94E-06,1.75E-05,5.13E-07,3.46E-06,1.62E-06,0.1286573239,1.54E-05,6.81E-06
9.23E-06,3.83E-06,1.73E-05,5.16E-07,3.36E-06,1.13E-06,0.09739593565,1.56E-05,6.78E-06
8.88E-06,3.57E-06,1.65E-05,4.95E-07,3.11E-06,1.09E-06,0.07146314999,1.51E-05,6.41E-06
8.10E-06,3.33E-06,1.54E-05,4.69E-07,2.81E-06,1.03E-06,0.08784945546,1.42E-05,5.98E-06
7.75E-06,3.16E-06,1.40E-05,4.29E-07,2.53E-06,9.63E-07,0.1273641364,1.33E-05,5.59E-06
7.66E-06,3.16E-06,1.43E-05,3.91E-07,2.36E-06,1.11E-06,0.1840511137,1.31E-05,5.64E-06
7.66E-06,3.20E-06,1.43E-05,3.62E-07,2.28E-06,9.18E-07,0.2494332741,1.32E-05,5.96E-06
7.27E-06,3.07E-06,1.38E-05,3.45E-07,2.18E-06,5.57E-07,0.2832432507,1.29E-05,6.06E-06
