PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6,f_evsg,PAH G7.8,PAH G7.6
3.87E-06,1.88E-06,6.65E-06,1.87E-07,1.13E-06,0.1291654514,1.73E-06,5.21E-06
3.75E-06,1.73E-06,6.65E-06,2.06E-07,1.20E-06,0.03703333046,1.61E-06,5.24E-06
3.64E-06,1.57E-06,6.77E-06,2.12E-07,1.25E-06,0,1.52E-06,5.35E-06
3.63E-06,1.49E-06,6.98E-06,2.27E-07,1.27E-06,0,1.47E-06,5.43E-06
3.69E-06,1.43E-06,6.96E-06,2.28E-07,1.26E-06,0,1.41E-06,5.40E-06
3.67E-06,1.37E-06,6.78E-06,2.15E-07,1.21E-06,0,1.37E-06,5.34E-06
3.51E-06,1.33E-06,6.58E-06,2.04E-07,1.21E-06,0,1.37E-06,5.27E-06
3.36E-06,1.29E-06,6.39E-06,1.94E-07,1.18E-06,0.04170129973,1.34E-06,5.08E-06
3.26E-06,1.22E-06,6.19E-06,1.75E-07,1.10E-06,0.05817878684,1.27E-06,4.89E-06
3.12E-06,1.15E-06,5.71E-06,1.64E-07,9.86E-07,0.0639565611,1.15E-06,4.54E-06
2.87E-06,1.07E-06,5.19E-06,1.66E-07,9.01E-07,0.07820862807,1.08E-06,4.16E-06
2.65E-06,9.88E-07,4.99E-06,1.59E-07,8.65E-07,0.09221093643,1.03E-06,3.97E-06
2.60E-06,9.65E-07,4.97E-06,1.52E-07,8.49E-07,0.1076087452,1.00E-06,3.92E-06
2.70E-06,9.59E-07,5.07E-06,1.48E-07,8.54E-07,0.1157000686,1.04E-06,3.95E-06
2.66E-06,9.38E-07,4.94E-06,1.42E-07,8.51E-07,0.1285897851,1.06E-06,3.94E-06
3.05E-06,9.46E-07,4.99E-06,1.45E-07,8.59E-07,0.169923567,1.06E-06,3.99E-06
2.15E-06,1.75E-06,4.62E-06,1.17E-07,7.35E-07,0.3438877109,1.54E-06,3.37E-06
2.19E-06,1.68E-06,4.36E-06,1.05E-07,6.87E-07,0.3575971356,1.44E-06,3.16E-06
2.07E-06,1.60E-06,3.88E-06,9.25E-08,6.27E-07,0.3492047835,1.30E-06,2.85E-06
2.12E-06,1.56E-06,3.88E-06,9.80E-08,6.42E-07,0.3320115653,1.29E-06,2.86E-06
2.28E-06,1.56E-06,4.23E-06,1.07E-07,7.00E-07,0.3492105316,1.42E-06,3.07E-06
2.47E-06,1.62E-06,4.80E-06,1.13E-07,7.48E-07,0.3932188393,1.61E-06,3.44E-06
2.76E-06,1.74E-06,5.50E-06,1.22E-07,7.50E-07,0.4425452319,1.85E-06,3.86E-06
3.16E-06,1.89E-06,6.14E-06,1.29E-07,7.74E-07,0.465364592,2.09E-06,4.25E-06
3.48E-06,1.95E-06,6.48E-06,1.26E-07,8.31E-07,0.4434275576,2.18E-06,4.49E-06
3.46E-06,1.96E-06,6.64E-06,1.29E-07,8.87E-07,0.3927455398,2.14E-06,4.74E-06
3.59E-06,1.91E-06,6.55E-06,1.35E-07,9.45E-07,0.3134712215,1.96E-06,4.78E-06
3.61E-06,1.84E-06,6.30E-06,1.38E-07,9.94E-07,0.2555341029,1.80E-06,4.73E-06
3.52E-06,1.78E-06,6.41E-06,1.49E-07,9.97E-07,0.2079089961,1.73E-06,4.92E-06
3.57E-06,1.70E-06,6.41E-06,1.58E-07,1.04E-06,0.1593550469,1.66E-06,5.04E-06
3.50E-06,1.62E-06,6.43E-06,1.82E-07,1.13E-06,0.08339395204,1.59E-06,5.06E-06
3.53E-06,1.51E-06,6.51E-06,1.97E-07,1.22E-06,0.008711134911,1.51E-06,5.10E-06
3.60E-06,1.41E-06,6.70E-06,2.06E-07,1.25E-06,0,1.45E-06,5.22E-06
3.59E-06,1.36E-06,6.85E-06,2.21E-07,1.24E-06,0,1.43E-06,5.34E-06
3.57E-06,1.35E-06,6.81E-06,2.34E-07,1.24E-06,0,1.37E-06,5.33E-06
3.67E-06,1.33E-06,6.68E-06,2.26E-07,1.21E-06,0,1.32E-06,5.31E-06
3.55E-06,1.29E-06,6.66E-06,2.14E-07,1.19E-06,0,1.33E-06,5.33E-06
3.36E-06,1.22E-06,6.40E-06,1.94E-07,1.14E-06,0,1.29E-06,5.16E-06
3.24E-06,1.15E-06,6.20E-06,1.74E-07,1.10E-06,0,1.22E-06,4.93E-06
3.11E-06,1.09E-06,5.67E-06,1.67E-07,9.82E-07,0.03218149662,1.12E-06,4.51E-06
2.84E-06,1.02E-06,5.17E-06,1.66E-07,8.86E-07,0.07324403125,1.06E-06,4.10E-06
2.57E-06,9.41E-07,4.83E-06,1.55E-07,8.33E-07,0.1085389718,1.00E-06,3.86E-06
2.45E-06,9.03E-07,4.72E-06,1.46E-07,7.98E-07,0.1286583038,9.61E-07,3.75E-06
2.51E-06,8.99E-07,4.79E-06,1.42E-07,7.99E-07,0.1390788495,9.86E-07,3.75E-06
2.55E-06,9.01E-07,4.90E-06,1.33E-07,8.30E-07,0.15427862,1.07E-06,3.87E-06
2.97E-06,9.56E-07,5.09E-06,1.37E-07,8.87E-07,0.1971097909,1.11E-06,3.97E-06
2.29E-06,1.81E-06,4.81E-06,1.22E-07,8.15E-07,0.2948277492,1.57E-06,3.53E-06
2.37E-06,1.77E-06,4.55E-06,1.13E-07,7.61E-07,0.3085833071,1.48E-06,3.33E-06
2.23E-06,1.69E-06,4.12E-06,1.02E-07,6.98E-07,0.3119047088,1.36E-06,3.05E-06
2.31E-06,1.69E-06,4.16E-06,1.06E-07,7.13E-07,0.3148635416,1.36E-06,3.04E-06
2.53E-06,1.79E-06,4.63E-06,1.13E-07,7.74E-07,0.3446229094,1.52E-06,3.34E-06
2.84E-06,1.90E-06,5.37E-06,1.15E-07,8.35E-07,0.3733404942,1.75E-06,3.84E-06
3.13E-06,2.00E-06,5.96E-06,1.17E-07,8.48E-07,0.3869071697,1.92E-06,4.24E-06
3.35E-06,2.06E-06,6.25E-06,1.28E-07,8.64E-07,0.3819269514,2.03E-06,4.47E-06
3.48E-06,2.00E-06,6.34E-06,1.36E-07,8.89E-07,0.3534536661,2.03E-06,4.60E-06
3.35E-06,1.86E-06,6.26E-06,1.42E-07,9.29E-07,0.2928501272,1.89E-06,4.67E-06
3.38E-06,1.71E-06,5.99E-06,1.49E-07,9.90E-07,0.2005853798,1.69E-06,4.53E-06
3.25E-06,1.58E-06,5.85E-06,1.51E-07,1.01E-06,0.1672568748,1.60E-06,4.49E-06
3.08E-06,1.49E-06,5.92E-06,1.55E-07,9.79E-07,0.1626011094,1.57E-06,4.62E-06
3.21E-06,1.42E-06,5.91E-06,1.58E-07,9.95E-07,0.1399359185,1.51E-06,4.65E-06
3.26E-06,1.36E-06,6.06E-06,1.71E-07,1.07E-06,0.07569861391,1.46E-06,4.73E-06
3.34E-06,1.31E-06,6.33E-06,1.86E-07,1.15E-06,0.008485000678,1.40E-06,4.92E-06
3.44E-06,1.29E-06,6.51E-06,2.00E-07,1.18E-06,0,1.36E-06,5.09E-06
3.52E-06,1.27E-06,6.66E-06,2.18E-07,1.18E-06,0,1.37E-06,5.25E-06
3.59E-06,1.26E-06,6.46E-06,2.25E-07,1.17E-06,0,1.32E-06,5.20E-06
3.70E-06,1.25E-06,6.51E-06,2.20E-07,1.16E-06,0,1.26E-06,5.22E-06
3.54E-06,1.21E-06,6.47E-06,2.13E-07,1.16E-06,0,1.23E-06,5.22E-06
3.32E-06,1.15E-06,6.27E-06,2.02E-07,1.13E-06,0,1.20E-06,5.10E-06
3.14E-06,1.08E-06,6.08E-06,1.89E-07,1.08E-06,0,1.13E-06,4.87E-06
3.01E-06,1.02E-06,5.61E-06,1.74E-07,9.73E-07,0.00447692799,1.04E-06,4.47E-06
2.78E-06,9.60E-07,5.17E-06,1.61E-07,8.81E-07,0.05799589389,1.00E-06,4.09E-06
2.59E-06,8.95E-07,4.81E-06,1.46E-07,8.23E-07,0.101797359,9.68E-07,3.85E-06
2.45E-06,8.73E-07,4.61E-06,1.43E-07,7.77E-07,0.1377295178,9.23E-07,3.68E-06
2.51E-06,8.60E-07,4.64E-06,1.46E-07,7.73E-07,0.1489013491,9.28E-07,3.64E-06
2.61E-06,8.56E-07,4.78E-06,1.34E-07,8.09E-07,0.1653450492,1.00E-06,3.78E-06
3.04E-06,9.24E-07,5.02E-06,1.31E-07,8.54E-07,0.221750572,1.06E-06,3.90E-06
2.36E-06,1.91E-06,4.80E-06,9.22E-08,9.28E-07,0.4010786588,1.76E-06,3.38E-06
2.38E-06,1.87E-06,4.60E-06,8.68E-08,8.65E-07,0.4185847478,1.68E-06,3.20E-06
2.32E-06,1.82E-06,4.31E-06,8.07E-08,7.94E-07,0.4236310642,1.56E-06,2.99E-06
2.45E-06,1.84E-06,4.35E-06,8.72E-08,7.71E-07,0.4406020098,1.57E-06,2.99E-06
2.64E-06,2.00E-06,4.96E-06,9.62E-08,8.04E-07,0.4668891274,1.78E-06,3.33E-06
2.94E-06,2.13E-06,5.67E-06,9.59E-08,8.90E-07,0.4864847085,2.03E-06,3.77E-06
3.09E-06,2.17E-06,6.00E-06,1.00E-07,9.27E-07,0.4769036487,2.13E-06,4.03E-06
3.21E-06,2.13E-06,6.08E-06,1.09E-07,9.30E-07,0.4584534915,2.15E-06,4.14E-06
3.22E-06,1.97E-06,6.16E-06,1.13E-07,9.62E-07,0.4422164101,2.09E-06,4.19E-06
3.11E-06,1.76E-06,6.00E-06,1.16E-07,9.67E-07,0.4225769447,1.94E-06,4.19E-06
3.03E-06,1.60E-06,5.76E-06,1.20E-07,1.01E-06,0.3627402672,1.81E-06,4.06E-06
3.02E-06,1.48E-06,5.58E-06,1.23E-07,1.00E-06,0.3388965528,1.77E-06,3.98E-06
2.80E-06,1.42E-06,5.65E-06,1.26E-07,9.57E-07,0.3436566669,1.76E-06,4.06E-06
2.86E-06,1.36E-06,5.44E-06,1.39E-07,9.53E-07,0.3176597523,1.67E-06,4.03E-06
3.01E-06,1.30E-06,5.77E-06,1.65E-07,1.02E-06,0.218567222,1.55E-06,4.36E-06
3.14E-06,1.25E-06,6.21E-06,1.84E-07,1.10E-06,0.05497113176,1.42E-06,4.78E-06
3.32E-06,1.23E-06,6.42E-06,1.95E-07,1.16E-06,0,1.36E-06,4.95E-06
3.54E-06,1.22E-06,6.58E-06,2.11E-07,1.17E-06,0,1.40E-06,5.16E-06
3.59E-06,1.22E-06,6.46E-06,2.19E-07,1.14E-06,0,1.35E-06,5.13E-06
3.66E-06,1.21E-06,6.36E-06,2.13E-07,1.12E-06,0,1.26E-06,5.11E-06
3.58E-06,1.17E-06,6.31E-06,2.04E-07,1.14E-06,0,1.22E-06,5.10E-06
3.32E-06,1.11E-06,6.25E-06,2.01E-07,1.17E-06,0,1.20E-06,4.97E-06
3.14E-06,1.05E-06,6.09E-06,1.94E-07,1.08E-06,0,1.15E-06,4.78E-06
2.86E-06,9.85E-07,5.69E-06,1.66E-07,9.62E-07,0.0136221566,1.08E-06,4.45E-06
2.74E-06,9.40E-07,5.18E-06,1.41E-07,8.96E-07,0.0688075066,1.05E-06,4.04E-06
2.65E-06,9.03E-07,4.80E-06,1.31E-07,8.43E-07,0.1242823136,1.02E-06,3.76E-06
2.65E-06,8.88E-07,4.73E-06,1.40E-07,8.02E-07,0.175894835,9.94E-07,3.65E-06
2.53E-06,8.66E-07,4.66E-06,1.46E-07,8.03E-07,0.1971660788,9.88E-07,3.53E-06
2.47E-06,8.59E-07,4.77E-06,1.27E-07,8.62E-07,0.2194625432,1.05E-06,3.60E-06
2.99E-06,9.23E-07,5.06E-06,1.20E-07,9.34E-07,0.2756654545,1.13E-06,3.70E-06

